"","...1","a","q","ad","per_y","data_arc","n_obs_used","H","diameter","moid"
"20822",28746,3,2,0,5,13664,0,14,5,1.02612
"20823",28747,3,2,3,4,8302,773,15,5,1.4
"20824",28748,0,0,3,4,9534,902,15,3,1.52173
"20825",28749,3,0,0,0,8605,868,14,8,1.81842
"20826",28750,3,0,0,4,17564,705,15,6,1.58561
"20827",28752,0,0,0,4,14793,0,15,6,0.903912
"20828",28753,3,2,3,4,8608,929,14,4,1.24671
"20829",28754,0,3,3,0,8579,0,15,3,NA
"20830",28755,2,0,2,3,10005,1068,15,2,0.841667
"20831",28756,0,3,3,4,8539,787,0,6,1.5283
"20832",28758,3,2,3,4,15181,0,14,3,NA
"20833",28759,0,2,0,5,8472,942,14,7,1.40745
"20834",28760,3,3,4,5,8516,0,0,7,1.60782
"20835",28761,3,3,4,0,9959,0,0,11,1.6037
"20836",28764,0,0,3,0,11838,1055,15,3,NA
"20837",28765,3,3,0,5,8279,0,14,4,1.71645
"20838",28766,2,2,3,0,8941,0,15,3,1.23352
"20839",28767,0,3,3,0,17707,1545,14,10,1.56278
"20840",28768,2,0,0,3,0,1586,14,3,0.85811
"20841",28769,2,2,0,4,8143,779,0,1,0.951527
"20842",28770,5,5,6,12,8404,0,0,12,3.7843
"20843",28772,5,0,5,12,8406,533,12,15,NA
"20844",28773,2,2,0,4,8153,645,0,4,0.976642
"20845",28774,2,2,0,4,8178,976,0,2,NA
"20846",28775,2,0,0,0,9721,1515,14,4,1.12513
"20847",28776,2,2,2,4,0,919,0,4,NA
"20848",28777,2,2,3,3,8267,981,15,3,0.737258
"20849",28779,0,2,3,4,0,0,16,2,NA
"20850",28780,3,2,0,0,0,890,15,3,NA
"20851",28781,0,0,3,0,7886,800,0,5,1.22269
"20852",28782,2,0,0,0,9842,0,15,3,0.99141
"20853",28783,2,2,0,4,0,0,0,5,1.00203
"20854",28785,3,0,0,4,0,0,0,2,1.23885
"20855",28786,0,0,3,4,0,937,14,4,1.271
"20856",28787,2,2,0,4,8553,697,0,2,1.00787
"20857",28788,0,3,0,0,8201,0,14,8,1.87849
"20858",28789,3,0,0,0,8191,794,0,4,1.53102
"20859",28790,0,2,3,0,10066,865,15,5,NA
"20860",28791,3,2,0,4,10186,0,15,3,1.31174
"20861",28792,0,2,0,0,0,1074,14,4,1.39664
"20862",28793,3,0,3,0,9744,0,15,3,1.35372
"20863",28794,0,0,3,4,0,1269,0,4,1.33562
"20864",28795,0,2,3,4,0,0,14,4,1.26451
"20865",28796,2,0,3,4,0,0,0,4,0.973618
"20866",28797,0,2,3,4,0,0,16,2,1.23374
"20867",28799,3,2,3,0,0,0,15,4,NA
"20868",28800,3,3,0,4,8103,0,15,5,1.60121
"20869",28801,3,2,3,0,0,796,15,4,1.09986
"20870",28804,0,0,3,4,14783,1038,0,6,NA
"20871",28805,3,0,3,0,8122,0,15,3,1.3888
"20872",28806,3,2,3,5,8009,0,15,3,1.25179
"20873",28807,3,2,3,0,7770,907,0,4,NA
"20874",28809,3,3,3,5,7984,1167,15,6,NA
"20875",28810,0,3,3,5,9983,870,14,5,1.93517
"20876",28813,3,2,4,5,8068,801,0,7,NA
"20877",28814,3,0,4,5,8234,0,0,5,1.37276
"20878",28816,0,2,3,0,7926,967,0,4,1.46623
"20879",28817,3,2,0,0,8070,0,14,5,NA
"20880",28818,0,0,3,6,10257,602,15,6,NA
"20881",28819,2,0,2,0,7717,0,15,1,NA
"20882",28820,3,3,3,6,0,1339,13,18,1.96461
"20883",28821,2,2,2,3,25419,1138,0,2,0.863114
"20884",28822,0,5,6,0,0,239,13,12,3.91281
"20885",28823,0,0,0,0,7944,441,12,20,4.03099
"20886",28825,2,0,3,3,11600,0,16,2,NA
"20887",28828,2,2,0,0,7836,949,16,2,1.17957
"20888",28829,0,2,3,0,10455,0,0,2,NA
"20889",28830,2,2,3,3,8418,664,0,2,0.74454
"20890",28831,2,0,0,4,11377,1310,14,5,NA
"20891",28833,3,0,0,4,9216,866,15,3,NA
"20892",28834,2,2,3,3,10304,919,15,2,0.703613
"20893",28836,3,2,3,4,0,1223,0,4,1.33046
"20894",28839,0,0,2,3,9343,1450,15,3,1.04825
"20895",28841,2,2,0,3,16522,1495,0,2,1.05338
"20896",28842,2,2,3,3,10343,989,16,3,NA
"20897",28843,0,3,3,5,23207,1411,0,7,NA
"20898",28845,2,2,3,4,8951,723,16,2,NA
"20899",28846,2,2,0,0,9178,689,16,4,NA
"20900",28847,2,2,0,0,0,801,16,2,1.08735
"20901",28848,2,2,2,0,7871,1573,15,2,1.17107
"20902",28849,2,0,3,0,0,1556,0,4,0.989614
"20903",28850,0,2,3,3,11929,0,14,5,0.910904
"20904",28851,0,2,3,0,0,0,15,2,NA
"20905",28852,0,2,3,4,14942,975,0,5,NA
"20906",28854,3,2,3,4,9324,0,14,3,1.16012
"20907",28855,0,2,0,4,0,747,0,2,NA
"20908",28856,0,2,3,3,0,1722,14,4,1.10721
"20909",28857,2,0,0,3,9396,0,0,2,0.872101
"20910",28859,0,2,3,0,0,793,16,4,NA
"20911",28861,0,0,3,3,0,1557,15,3,1.09716
"20912",28862,2,2,0,4,7636,0,0,5,1.13215
"20913",28864,2,0,0,4,7717,1772,14,4,NA
"20914",28865,0,2,3,0,7636,1343,0,3,NA
"20915",28867,2,0,3,4,7505,0,16,2,1.10957
"20916",28868,3,0,3,5,0,0,0,8,1.7518
"20917",28869,2,0,3,3,20620,1331,14,3,0.910249
"20918",28871,3,2,3,4,0,0,0,5,0.829649
"20919",28872,2,2,0,0,0,1111,15,3,NA
"20920",28874,2,2,3,0,10091,741,0,4,1.14016
"20921",28875,2,2,3,4,7606,958,15,6,0.806718
"20922",28876,0,2,3,4,9087,1337,0,6,1.0557
"20923",28877,2,0,3,4,0,0,16,3,NA
"20924",28878,2,2,0,4,7741,1835,15,3,1.16426
"20925",28879,2,2,0,4,7674,1328,0,3,1.18913
"20926",28880,3,0,3,4,0,0,13,6,1.2579
"20927",28882,2,0,3,4,9230,1662,15,3,1.03824
"20928",28883,2,0,3,4,7606,1034,15,2,NA
"20929",28884,0,0,3,0,7565,0,0,2,NA
"20930",28885,2,2,3,0,0,1274,15,6,NA
"20931",28886,0,2,0,0,10163,0,16,4,0.964125
"20932",28888,0,2,3,0,23425,0,14,5,1.32538
"20933",28889,0,2,0,4,10096,0,0,2,NA
"20934",28890,2,2,0,4,8532,0,15,2,0.742651
"20935",28892,2,2,3,0,0,1068,0,2,0.948162
"20936",28894,2,2,3,0,7460,0,15,4,NA
"20937",28895,2,2,3,0,0,1288,0,2,NA
"20938",28896,2,2,0,4,9481,808,0,3,1.08866
"20939",28897,2,2,0,4,8837,1095,0,2,NA
"20940",28899,2,2,3,4,7664,0,15,2,1.06441
"20941",28900,3,0,3,4,0,0,15,4,NA
"20942",28901,0,0,3,4,0,0,15,6,1.10503
"20943",28902,0,0,3,4,25300,0,14,3,NA
"20944",28905,2,2,3,4,7603,1252,14,4,1.25531
"20945",28907,2,0,3,0,11166,0,0,3,NA
"20946",28908,0,0,0,4,7534,0,15,3,1.09796
"20947",28910,0,2,0,0,7631,972,15,2,0.926417
"20948",28911,2,2,0,4,0,0,0,4,1.32215
"20949",28913,0,0,3,4,11172,907,14,3,0.989885
"20950",28914,2,0,3,4,0,0,15,5,0.849664
"20951",28915,2,2,0,0,13788,697,0,4,NA
"20952",28916,0,0,0,4,0,804,16,2,0.916509
"20953",28917,2,2,3,0,0,0,0,5,1.13458
"20954",28919,0,2,0,0,0,0,0,3,1.10701
"20955",28920,0,2,0,4,7694,0,14,4,NA
"20956",28921,0,2,3,0,0,955,0,3,1.09601
"20957",28922,2,0,0,4,0,975,14,5,0.889406
"20958",28923,3,2,3,0,0,0,15,3,NA
"20959",28924,2,0,0,4,10095,0,16,4,0.959583
"20960",28927,3,0,3,4,7382,0,14,3,1.31591
"20961",28928,3,2,3,4,14974,0,15,3,0.953827
"20962",28929,3,2,0,4,10211,0,15,3,NA
"20963",28930,3,2,3,4,0,0,15,8,1.4301
"20964",28931,3,0,0,4,9710,620,0,2,1.21657
"20965",28932,2,2,0,4,0,1123,0,2,NA
"20966",28933,0,2,3,0,0,0,15,4,1.15581
"20967",28934,3,0,3,4,7658,796,15,6,1.28059
"20968",28935,3,0,4,0,0,0,13,12,1.71046
"20969",28938,3,2,0,4,0,0,15,3,1.05139
"20970",28940,0,2,3,4,7714,1264,0,3,1.20963
"20971",28941,0,2,3,4,7845,865,15,3,1.13194
"20972",28942,3,0,3,5,23187,0,14,4,1.47065
"20973",28943,0,0,3,0,0,1175,0,3,0.876778
"20974",28944,0,2,0,4,7819,0,0,3,NA
"20975",28946,2,2,3,4,7413,0,15,3,1.18409
"20976",28947,3,2,0,4,0,0,14,8,0.904915
"20977",28950,0,2,0,4,9687,959,0,3,1.06534
"20978",28952,3,2,3,0,0,0,15,3,1.25139
"20979",28953,0,0,0,0,0,0,15,2,NA
"20980",28954,3,0,3,5,0,0,15,4,1.29992
"20981",28955,0,2,3,4,7436,1031,14,3,1.26312
"20982",28957,3,2,3,4,7667,597,0,3,1.28948
"20983",28958,3,2,3,0,10070,0,0,3,1.21597
"20984",28959,0,2,0,0,7758,0,15,5,1.48465
"20985",28960,0,2,3,0,8690,0,15,3,1.04262
"20986",28961,3,0,3,0,14772,558,0,4,1.07007
"20987",28962,3,2,3,4,15266,0,14,7,0.99268
"20988",28965,3,2,3,0,0,1131,14,4,1.47281
"20989",28966,3,2,0,4,0,1202,15,3,1.42757
"20990",28967,0,3,0,0,17534,772,15,4,1.53644
"20991",28971,3,0,0,0,10989,691,15,5,0.865778
"20992",28972,0,2,3,4,13052,927,15,3,0.986407
"20993",28974,3,2,3,4,7788,1333,0,9,1.28678
"20994",28977,0,0,0,4,7802,0,14,5,1.43267
"20995",28978,3,0,0,0,7768,0,15,3,1.38262
"20996",28979,3,0,3,0,8156,612,15,3,1.22669
"20997",28981,0,0,3,4,7809,0,0,2,1.0375
"20998",28983,2,2,3,0,7453,1402,0,3,1.23807
"20999",28984,0,2,0,5,0,1034,14,4,NA
"21000",28985,0,2,3,4,0,414,16,3,0.93158
"21001",28986,0,2,3,0,0,1094,15,3,1.31589
"21002",28987,3,0,3,4,11156,1132,0,3,1.25389
"21003",28989,0,2,3,5,7599,0,14,8,1.40002
"21004",28990,3,0,3,4,7743,929,15,4,NA
"21005",28991,3,3,0,0,9899,634,0,7,1.81025
"21006",28992,0,2,0,0,7641,1183,15,3,1.50081
"21007",28995,3,2,3,0,0,0,0,4,1.41433
"21008",28996,0,2,0,5,0,779,0,4,1.15237
"21009",28997,3,2,3,5,0,1169,0,5,1.5191
"21010",28998,3,0,3,4,0,835,15,6,1.11903
"21011",28999,0,2,3,5,7561,0,15,3,NA
"21012",29000,3,2,3,5,8577,1241,0,5,NA
"21013",29002,3,3,0,6,7594,1464,0,13,2.01293
"21014",29003,3,0,3,0,14442,846,14,6,1.62093
"21015",29004,0,0,3,5,7486,1305,0,5,1.70495
"21016",29005,3,2,0,5,7625,0,0,4,1.34753
"21017",29006,3,0,3,5,10828,625,14,5,1.18896
"21018",29009,3,3,3,0,7677,1361,14,4,NA
"21019",29010,3,0,0,0,7562,0,14,4,NA
"21020",29011,0,2,3,4,0,904,0,3,NA
"21021",29012,0,0,3,5,7593,1724,0,6,1.48424
"21022",29014,3,2,0,0,8996,1058,14,6,NA
"21023",29016,3,3,0,0,10365,0,13,11,NA
"21024",29019,0,0,3,5,9071,0,0,5,1.6374
"21025",29020,3,2,0,4,8059,888,14,3,NA
"21026",29024,3,3,0,5,0,801,0,5,1.71405
"21027",29025,3,2,0,0,23672,1614,14,11,1.1851
"21028",29026,3,2,3,4,7550,0,15,4,1.33088
"21029",29030,3,0,3,5,0,0,14,6,1.64189
"21030",29031,0,3,0,6,7569,772,0,9,1.90309
"21031",29032,3,3,4,6,0,1049,13,14,NA
"21032",29033,3,2,0,0,8177,1059,0,9,1.45526
"21033",29034,3,3,3,5,0,0,0,6,1.7836
"21034",29035,0,3,0,5,7697,0,0,6,1.79048
"21035",29036,3,3,0,5,15814,1429,0,7,1.75815
"21036",29039,0,3,0,5,7695,0,13,8,NA
"21037",29040,3,2,3,5,7457,1264,14,5,1.46651
"21038",29041,0,2,3,4,0,2030,13,5,NA
"21039",29043,3,3,3,5,7703,682,14,4,1.76062
"21040",29044,3,0,4,0,0,701,15,5,NA
"21041",29045,3,0,3,0,10368,1803,0,10,1.91268
"21042",29046,0,0,0,0,10142,856,14,8,1.46699
"21043",29047,3,3,0,5,10343,1357,13,10,NA
"21044",29048,0,0,4,5,7246,1055,14,10,1.51914
"21045",29050,3,3,3,5,0,1088,14,5,1.71114
"21046",29051,3,3,4,5,7662,962,0,6,1.5518
"21047",29052,2,2,3,0,0,1220,15,3,1.02816
"21048",29053,0,0,3,0,10378,1042,14,5,1.79719
"21049",29054,3,0,3,6,8445,1423,13,13,2.09061
"21050",29055,0,3,0,0,0,0,14,5,NA
"21051",29056,3,0,0,5,0,1137,14,6,1.72289
"21052",29057,0,3,0,6,12239,0,13,12,2.02352
"21053",29058,3,0,0,5,9434,0,14,8,NA
"21054",29060,0,2,0,5,7789,0,14,6,NA
"21055",29062,3,0,0,0,0,0,13,15,1.8907
"21056",29063,2,2,0,3,15656,0,0,1,0.805482
"21057",29064,3,3,3,0,7535,809,0,11,NA
"21058",29065,0,0,4,0,0,1612,0,17,NA
"21059",29067,3,3,3,0,0,0,0,10,1.63123
"21060",29068,0,3,3,0,0,0,14,13,NA
"21061",29071,3,3,4,6,0,0,14,14,1.6782
"21062",29072,3,3,3,5,7301,0,14,12,1.71795
"21063",29073,3,0,4,0,11307,0,13,12,NA
"21064",29074,0,0,4,0,9856,0,14,7,NA
"21065",29076,0,0,0,3,23436,0,15,1,0.865648
"21066",29077,0,2,0,3,0,0,16,1,NA
"21067",29079,0,3,4,6,0,978,14,6,1.73034
"21068",29080,3,2,3,0,22942,1282,0,6,NA
"21069",29081,0,0,5,8,10435,902,13,11,2.07305
"21070",29083,3,0,4,0,8562,0,14,10,1.32342
"21071",29084,0,3,4,6,8072,981,0,8,NA
"21072",29085,0,2,0,0,15234,0,0,3,NA
"21073",29088,3,0,0,4,22852,1243,14,6,1.13118
"21074",29089,2,2,0,0,23460,0,15,3,NA
"21075",29091,0,2,3,3,12505,676,0,2,NA
"21076",29096,3,3,3,4,0,1011,0,4,1.53042
"21077",29097,0,0,0,2,0,454,0,1,0.256596
"21078",29098,0,2,0,3,24888,0,0,1,NA
"21079",29100,0,0,0,0,23458,2047,0,2,0.156663
"21080",29102,2,0,0,3,14923,1212,15,2,0.836696
"21081",29106,2,2,3,3,0,0,15,2,0.973994
"21082",29107,0,2,3,0,15484,0,13,7,1.32532
"21083",29109,2,2,0,3,0,1592,15,2,0.784312
"21084",29110,2,0,0,4,21299,930,15,2,NA
"21085",29111,2,2,0,0,10277,0,15,2,0.82251
"21086",29112,0,2,3,0,9806,1014,16,2,0.787824
"21087",29113,2,0,3,3,9878,1141,15,2,NA
"21088",29115,3,2,0,4,9245,0,0,4,1.50878
"21089",29116,0,2,0,3,7772,1261,0,2,0.950329
"21090",29118,3,3,3,5,0,1194,14,6,NA
"21091",29120,2,2,3,3,9860,0,0,2,NA
"21092",29122,0,0,3,4,0,580,15,3,NA
"21093",29124,2,2,0,0,9373,938,15,5,NA
"21094",29126,0,2,3,4,18121,0,15,4,0.937872
"21095",29127,0,2,3,4,0,0,13,12,NA
"21096",29129,2,2,2,4,7682,1412,15,3,NA
"21097",29130,2,2,0,0,8010,0,15,2,NA
"21098",29131,2,0,3,4,7573,1231,14,5,NA
"21099",29132,0,2,0,0,9773,933,15,2,1.02744
"21100",29133,0,2,0,4,0,800,16,2,1.00209
"21101",29134,0,2,3,4,7680,1300,14,4,1.32839
"21102",29135,2,0,3,0,10110,0,15,2,0.890728
"21103",29137,3,0,3,4,7691,861,15,3,1.21678
"21104",29138,0,2,0,0,7379,0,16,3,1.0371
"21105",29139,2,0,0,4,10633,0,0,6,0.963589
"21106",29140,0,0,0,0,0,0,16,5,0.780091
"21107",29141,2,0,3,4,10244,910,16,2,NA
"21108",29143,0,2,3,4,10041,923,16,2,1.00935
"21109",29144,0,0,0,4,0,0,0,2,0.972387
"21110",29145,0,2,3,4,9791,1441,0,3,1.14374
"21111",29146,0,0,3,4,10170,0,16,3,0.856137
"21112",29147,2,2,3,4,0,1161,15,3,1.0047
"21113",29148,0,2,3,4,9015,913,15,2,0.954682
"21114",29149,0,2,0,4,8121,1383,15,3,0.881843
"21115",29150,2,2,3,0,8159,1129,16,2,0.863497
"21116",29151,2,0,0,4,13672,0,15,5,0.950783
"21117",29152,3,2,0,4,0,0,14,12,NA
"21118",29154,3,2,3,4,7686,1298,14,5,1.29565
"21119",29155,3,0,3,4,7806,655,15,3,NA
"21120",29156,0,2,3,0,0,573,15,3,NA
"21121",29158,3,2,3,0,0,1102,14,3,NA
"21122",29159,3,2,3,0,0,1354,0,5,1.40077
"21123",29162,2,2,3,4,9294,0,0,2,0.983996
"21124",29163,0,2,0,4,0,0,0,3,0.898111
"21125",29164,0,2,0,0,0,828,15,3,1.40407
"21126",29166,2,0,3,4,9839,0,16,4,1.15318
"21127",29168,0,0,3,0,0,0,14,5,NA
"21128",29170,2,2,0,4,7618,1078,0,3,1.14223
"21129",29171,2,2,2,0,7537,1359,0,4,1.39862
"21130",29172,3,2,3,4,13238,0,0,10,1.33611
"21131",29174,3,3,3,5,8024,964,15,3,1.52399
"21132",29175,3,2,3,0,0,971,14,4,NA
"21133",29176,3,3,3,0,10341,0,0,5,NA
"21134",29177,2,2,3,4,0,1599,14,3,0.980484
"21135",29178,3,2,3,0,9489,0,15,3,1.39268
"21136",29179,3,3,0,0,0,0,0,7,1.60797
"21137",29181,3,0,0,0,23546,1848,13,9,1.17655
"21138",29182,2,2,0,3,8407,1376,0,3,0.871174
"21139",29184,0,2,3,0,12727,738,14,5,NA
"21140",29186,3,0,0,5,14809,769,15,6,1.50387
"21141",29187,0,0,0,0,7561,0,15,6,1.22922
"21142",29188,0,0,0,6,21389,1206,0,9,1.58458
"21143",29189,3,0,3,4,10209,1175,0,3,0.88705
"21144",29192,2,2,3,0,7610,1081,15,2,NA
"21145",29197,3,3,4,5,12965,967,14,7,NA
"21146",29198,0,2,3,0,7622,965,15,2,1.04154
"21147",29200,3,2,0,0,0,883,0,4,1.46336
"21148",29202,3,2,3,0,13435,1583,0,5,1.19952
"21149",29203,3,2,3,0,8012,757,15,4,NA
"21150",29204,0,2,0,4,9162,889,0,5,NA
"21151",29205,0,0,0,0,10390,0,14,3,NA
"21152",29206,0,2,3,4,12291,1368,15,2,NA
"21153",29207,2,2,3,4,7603,1325,15,3,1.11605
"21154",29208,2,0,0,4,0,1480,15,3,NA
"21155",29209,3,0,0,4,8104,1035,0,8,NA
"21156",29210,0,0,3,4,7578,843,0,5,NA
"21157",29212,3,2,0,4,0,859,15,3,NA
"21158",29213,3,0,0,0,9231,1515,14,3,1.24451
"21159",29214,2,2,3,4,0,0,15,5,1.09732
"21160",29215,3,2,3,4,23903,0,15,3,1.27557
"21161",29216,0,2,3,5,13656,0,15,3,NA
"21162",29217,2,2,3,4,9214,0,15,3,0.864783
"21163",29218,2,2,3,4,7629,0,16,2,1.03612
"21164",29219,0,0,0,5,0,687,0,6,1.53518
"21165",29220,3,3,3,0,0,1014,14,4,1.57757
"21166",29223,3,3,0,0,8066,869,0,6,NA
"21167",29224,0,0,3,4,9249,0,16,3,1.34612
"21168",29225,3,0,3,0,8001,0,14,8,2.09376
"21169",29227,3,0,0,0,0,638,15,3,1.29369
"21170",29228,2,2,0,4,7630,0,0,3,0.927361
"21171",29229,0,3,3,5,0,661,15,6,1.49517
"21172",29230,0,3,4,0,14298,0,0,5,NA
"21173",29231,0,2,0,0,9128,0,16,2,NA
"21174",29232,0,3,0,0,0,1015,14,5,1.55407
"21175",29233,3,2,3,0,12464,1144,0,3,NA
"21176",29236,0,2,0,0,0,1233,0,3,1.37739
"21177",29238,0,2,0,4,9659,1230,0,3,1.14292
"21178",29240,2,2,3,4,0,549,16,2,0.934676
"21179",29241,3,2,3,0,9953,0,15,3,NA
"21180",29243,3,3,0,0,8158,0,14,11,1.61876
"21181",29244,0,2,3,4,7615,1024,15,3,NA
"21182",29245,3,2,0,0,0,883,15,3,1.32679
"21183",29246,0,2,3,5,8034,0,0,6,1.46028
"21184",29247,2,2,0,4,0,781,0,3,1.36036
"21185",29248,3,2,3,4,8811,626,15,3,NA
"21186",29249,0,0,3,4,7619,1282,15,2,1.13413
"21187",29253,3,2,3,5,0,0,14,4,1.33885
"21188",29254,3,3,0,5,8507,734,15,4,1.51968
"21189",29255,3,3,3,4,0,918,0,4,1.5816
"21190",29256,3,0,0,4,8130,924,0,4,NA
"21191",29258,0,2,3,4,9117,930,0,2,NA
"21192",29259,2,2,3,3,7760,0,0,2,NA
"21193",29260,0,3,3,0,0,1163,14,8,1.60089
"21194",29262,3,2,0,4,8657,776,0,4,1.26061
"21195",29263,0,0,3,4,0,1000,15,8,1.3643
"21196",29264,2,2,3,4,0,831,16,2,NA
"21197",29266,0,2,0,4,0,1169,0,2,1.03428
"21198",29267,0,2,3,0,8629,895,15,3,1.30077
"21199",29268,0,2,0,4,7647,0,14,4,1.38461
"21200",29269,0,2,3,0,0,1222,14,4,1.27965
"21201",29270,2,0,3,4,7868,862,15,5,NA
"21202",29271,0,2,0,4,0,904,15,2,NA
"21203",29272,3,2,4,5,8102,1122,0,5,NA
"21204",29273,0,2,0,4,10025,0,15,4,NA
"21205",29276,0,2,0,4,0,739,16,2,0.857428
"21206",29277,3,2,0,0,9550,940,15,6,NA
"21207",29278,3,3,4,5,0,820,14,7,1.59762
"21208",29279,2,2,0,4,10215,944,0,2,1.02407
"21209",29280,3,0,3,4,0,766,15,4,1.58083
"21210",29281,0,0,0,4,8692,0,16,3,1.3124
"21211",29282,2,0,3,4,21347,1080,16,2,1.12447
"21212",29283,2,0,3,4,0,875,15,3,1.05208
"21213",29284,3,3,4,0,0,943,14,7,1.52897
"21214",29285,2,2,3,4,13621,575,16,2,0.763406
"21215",29286,3,2,3,4,0,931,15,3,1.28792
"21216",29287,2,0,3,4,7719,1080,16,2,0.969412
"21217",29288,3,2,3,5,10367,0,0,4,NA
"21218",29289,0,2,3,4,7274,0,15,6,NA
"21219",29292,2,0,3,4,7687,713,16,2,1.10294
"21220",29293,0,2,3,4,0,889,15,3,0.864848
"21221",29294,3,3,3,5,0,0,0,5,1.87933
"21222",29295,3,0,0,0,0,872,0,3,1.01079
"21223",29296,3,0,3,5,0,1096,15,4,1.67218
"21224",29297,3,2,0,0,9753,1073,14,5,1.47028
"21225",29300,0,0,3,5,0,1150,0,7,1.64556
"21226",29301,0,0,3,4,9106,918,16,2,1.04751
"21227",29303,3,2,3,0,7686,659,0,6,NA
"21228",29305,3,2,3,0,0,0,0,2,1.21326
"21229",29306,2,2,3,0,0,0,15,5,1.07943
"21230",29309,3,2,4,6,9426,935,15,7,1.47112
"21231",29310,0,0,3,5,0,867,15,3,1.56497
"21232",29311,0,0,3,4,12538,0,15,5,0.976546
"21233",29313,3,2,3,0,7774,1504,0,4,1.37547
"21234",29314,3,3,0,4,0,889,15,3,NA
"21235",29315,3,0,3,0,7789,1461,14,3,NA
"21236",29317,2,2,3,4,12639,0,16,1,0.843491
"21237",29318,0,0,3,4,8164,0,15,4,1.04196
"21238",29319,0,0,3,4,0,1242,0,5,1.47813
"21239",29320,0,2,0,4,9995,0,15,6,1.00469
"21240",29322,3,0,4,0,0,1512,13,13,1.67584
"21241",29323,3,2,3,0,10380,0,0,5,1.31144
"21242",29324,3,2,0,0,9511,0,14,4,NA
"21243",29325,3,0,0,0,7687,1144,0,3,1.2399
"21244",29326,2,0,0,4,7584,0,15,2,1.06057
"21245",29327,0,0,3,4,8940,785,0,3,1.01365
"21246",29328,0,0,0,0,10790,1298,14,5,1.27338
"21247",29329,3,0,0,4,7408,748,15,3,1.35472
"21248",29331,0,0,3,0,0,641,15,4,NA
"21249",29332,3,0,3,0,7812,640,15,4,1.22089
"21250",29333,3,2,3,4,8577,565,15,3,NA
"21251",29334,3,3,0,0,0,945,14,11,1.81371
"21252",29335,3,2,3,4,0,704,15,3,NA
"21253",29336,3,0,3,5,8562,914,0,5,1.97165
"21254",29337,0,3,3,0,9839,0,14,8,1.76956
"21255",29338,0,0,3,5,7592,1200,14,4,NA
"21256",29339,0,0,0,4,7619,880,0,7,1.48935
"21257",29340,3,2,0,4,8609,0,0,4,1.31335
"21258",29341,0,0,3,0,0,0,14,5,NA
"21259",29342,0,2,3,4,8173,743,15,6,1.1745
"21260",29344,2,2,3,0,0,1088,0,4,NA
"21261",29345,2,2,3,4,9774,0,15,3,1.16413
"21262",29346,0,0,3,0,0,1294,14,5,1.17124
"21263",29347,0,2,0,0,0,790,15,3,NA
"21264",29348,3,2,0,4,7659,0,0,3,NA
"21265",29349,2,0,0,4,7627,0,0,3,1.03628
"21266",29350,0,0,3,0,8126,0,0,4,NA
"21267",29351,0,0,0,0,0,0,15,2,NA
"21268",29353,0,2,3,4,7782,1756,14,4,1.20273
"21269",29354,3,2,3,0,13599,0,15,7,NA
"21270",29355,3,3,0,5,0,641,0,10,NA
"21271",29356,3,0,0,0,8537,807,15,4,1.1889
"21272",29357,0,2,0,4,7630,1099,14,5,NA
"21273",29359,0,2,2,4,9175,771,16,2,1.20565
"21274",29360,0,0,0,5,22405,0,0,11,NA
"21275",29361,0,0,0,4,0,0,0,4,NA
"21276",29362,3,3,4,0,0,665,0,6,NA
"21277",29363,3,2,3,4,8152,0,0,3,1.18535
"21278",29365,3,2,3,4,0,1390,0,5,NA
"21279",29367,0,2,0,4,7788,0,14,4,1.01707
"21280",29368,2,0,3,4,7593,1108,0,4,NA
"21281",29369,0,0,4,0,0,0,13,10,NA
"21282",29371,0,3,4,6,0,0,0,13,NA
"21283",29372,2,2,3,4,7647,0,14,3,1.0735
"21284",29375,3,0,4,0,8067,0,0,9,1.5658
"21285",29376,3,2,0,0,7785,1157,14,4,1.24378
"21286",29377,3,2,0,0,8527,1073,13,11,1.55586
"21287",29378,3,3,0,6,8483,783,0,7,1.53841
"21288",29381,3,2,3,4,10166,1285,14,4,1.03399
"21289",29382,0,2,0,5,10268,0,14,8,1.3066
"21290",29383,3,0,3,4,9978,0,14,5,1.19018
"21291",29384,2,2,0,4,0,675,0,1,NA
"21292",29386,3,0,3,5,0,1283,0,5,1.64894
"21293",29387,0,2,3,4,0,0,0,5,NA
"21294",29388,0,3,0,6,8017,0,13,15,NA
"21295",29389,3,0,3,4,10126,1003,15,4,0.892853
"21296",29390,3,3,0,4,0,1366,14,4,1.64589
"21297",29391,3,3,0,6,8922,1553,13,10,1.59532
"21298",29393,3,2,3,4,0,875,14,4,NA
"21299",29396,3,3,3,5,0,850,0,5,1.83332
"21300",29397,3,0,0,0,8684,0,15,5,0.883557
"21301",29398,3,3,3,5,7802,826,15,3,NA
"21302",29399,3,3,3,5,8441,1135,0,4,1.72846
"21303",29401,3,2,3,0,7626,1249,0,5,1.33012
"21304",29403,3,0,0,0,0,1084,15,3,1.54009
"21305",29404,0,3,3,5,10467,846,15,3,1.53031
"21306",29405,3,0,0,4,10598,1234,14,4,1.43213
"21307",29406,2,2,3,0,7653,0,0,3,1.09957
"21308",29407,3,2,3,0,0,0,0,8,NA
"21309",29408,0,3,3,5,8508,911,14,3,1.57675
"21310",29411,3,0,3,0,0,1288,14,9,1.24118
"21311",29412,3,0,3,4,0,0,0,8,1.20176
"21312",29413,0,0,3,4,0,1294,0,3,1.26139
"21313",29415,0,0,3,5,8089,645,14,5,1.97594
"21314",29416,3,3,0,5,0,812,0,7,NA
